what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703007518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703009166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703016012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703017542
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703027751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703031932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703059036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703060499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703065369
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1484703070713
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1484703075360
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1484703075611
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1484703079178
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1484703082631
started,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.400.v201102241833,"org.eclipse.wst.jsdt.web.support.jsp",1484703085803
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.ui",1484703085832
started,bundle,org.eclipse.wst.css.ui,1.0.601.v201201101544,"org.eclipse.wst.css.ui",1484703085950
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.401.v201108152113,"org.eclipse.wst.jsdt.web.core",1484703086073
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1484703086274
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.101.v201201112313,"org.eclipse.wst.jsdt.debug.ui",1484703086594
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1484703086601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1484703096652
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1484703096878
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1484703096997
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703097557
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703099379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703109668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1484703126650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703126690
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703189171
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1484703197204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703197732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703199008
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1484703250361
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1484703255242
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1484703265350
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1484703265368
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1484703265432
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1484703265435
started,bundle,org.maven.ide.eclipse.editor,0.12.1.20110112-1712,"org.maven.ide.eclipse.editor",1484703265697
